reaction_names,bridging_centrality,betweenness_centrality,clustering_coefficient,degree_log10,is_essential
UAGCVT,3.3918625558644653,3.6928925515284465,0.17857142857142858,0.9030899869919435,True
UAGDP,3.2310751482857563,3.7958465677594404,0.21428571428571427,0.8450980400142568,True
UAGPT3,2.978242775014007,4.059925855317818,0.13333333333333333,1.0,True
UHGADA,1.8048086561297656,1.5419351380745911,0.25,0.6020599913279624,True
HADPCOADH3,3.0261527186014883,3.041392685158225,0.0,0.47712125471966244,False
MMM,2.965552367748717,3.0624623807567732,0.35,0.6989700043360189,False
HACD1,2.7559066620571193,2.8698500143639563,0.25,0.6989700043360189,False
ACOAD1f,2.268214562726135,3.9299240748121687,0.6014234875444839,1.7323937598229686,False
HACD2,2.744246670729606,2.760952364232459,0.0,0.6020599913279624,False
ACOAD2f,2.2795299779499905,3.9632968464365983,0.5812200137080192,1.7403626894942439,False
HACD3,2.809056126467429,2.8256026794474662,0.0,0.6020599913279624,False
ACOAD3f,2.1935721002248636,3.869250533805934,0.6014234875444839,1.7323937598229686,False
HACD4,2.809351784615438,2.8260574781182903,0.0,0.6020599913279624,False
ACOAD4f,2.1839240970004514,3.8599951147531506,0.6014234875444839,1.7323937598229686,False
HACD5,2.8070725659394187,2.8237782594422716,0.0,0.6020599913279624,False
HACD6,2.9517863742962938,2.8005186989656448,0.0,0.6020599913279624,False
ACOAD6f,2.303654032888404,4.049295358295894,0.5611368142762723,1.7481880270062005,False
HACD7,2.952556088862707,2.801288413532058,0.0,0.6020599913279624,False
ACOAD7f,2.2922568586165286,4.037898184024019,0.5611368142762723,1.7481880270062005,False
HACD8,3.2857601959462226,3.1344925206155736,0.0,0.6020599913279624,False
ALCD2x,0.0,0.0,0.2962962962962963,1.0413926851582251,False
ALDD2x,1.9906185958770586,1.9221844949232791,0.17272727272727273,1.0413926851582251,False
ALDD2y,1.9906185958770586,1.9221844949232791,0.17272727272727273,1.0413926851582251,False
CPH4S,2.5668598681188324,3.7208158058710996,0.14545454545454545,1.0413926851582251,False
DRPA,3.5071206490504436,4.413904351736296,0.4142857142857143,1.1760912590556813,False
ETHAAL,2.6835915189239747,2.8327898896516643,0.3,0.6989700043360189,False
FDMO3,2.3081502423912252,3.008437469859698,0.06976744186046512,1.0,False
HOPNTAL,2.053288045999926,3.0927935895407397,0.29473684210526313,1.3010299956639813,False
THRA2i,1.1882107189848272,2.010918166166189,0.23636363636363636,1.0413926851582251,False
THRAi,2.4000307158426497,3.2227381630240113,0.21818181818181817,1.0413926851582251,False
ALDD3y,0.0,0.0,0.5,0.3010299956639812,False
PPAKr,0.0,0.0,0.4166666666666667,0.6020599913279624,False
PPCSCT,2.1860735343458924,3.3304268673280686,0.12751677852348994,1.3979400086720377,False
ACOAD8f,2.1946682961137247,3.9202506971431865,0.602846975088968,1.7323937598229686,False
ARBTNR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,False
CPGNR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,False
DAAD,2.7979313292854924,4.509003921809945,0.3198154443904808,1.8129133566428555,False
ECOAH5,1.8238189876858497,1.8548532214258184,0.0,0.6020599913279624,False
FADRx,0.8443574398408443,2.1982662420715613,0.6802721088435374,1.6334684555795864,False
FADRx2,0.8443574398408443,2.1982662420715613,0.6802721088435374,1.6334684555795864,False
FE3HOXR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,False
FE3Ri,2.539093455021505,3.7281661447115653,0.58147512864494,1.5440680443502757,False
FECRMR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,False
FEENTERR1,2.2482401705191566,3.5606376969077145,0.6962809917355371,1.505149978319906,False
FEOXAMR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,False
FMNAT,3.1474895769031894,3.888789082821255,0.21739130434782608,1.380211241711606,True
I2FE2SS,2.5228776271758524,3.923157620606473,0.3670520231213873,1.6989700043360187,False
I2FE2SS2,2.593179543507827,3.789548588595311,0.4041272570937231,1.6901960800285136,False
I4FE4SR,2.1273821348667137,3.140410460093288,0.8434504792332268,1.414973347970818,False
PROD2,2.365257176615063,3.947873461621238,0.56657223796034,1.6720978579357175,False
S2FE2SS,2.454169849371041,3.8664088799160456,0.3670520231213873,1.6989700043360187,False
S2FE2SS2,2.4890386645256197,3.704006885494286,0.4041272570937231,1.6901960800285136,False
S4FE4SR,2.1242274918728183,3.137255817099393,0.8434504792332268,1.414973347970818,False
BPNT,0.0,0.0,0.0,0.47712125471966244,True
ACKr,2.4006537104490677,1.9008219835389346,0.1201923076923077,1.1760912590556813,False
ACODA,3.063921354737368,3.3678251863243744,0.1,0.6989700043360189,True
AGDC,3.303861747069155,3.808016321602617,0.10714285714285714,0.9030899869919435,False
CITL,2.8986484800674517,3.4197698808157724,0.26851851851851855,1.0413926851582251,False
CYSS,3.209005154365495,4.329460918842216,0.01948051948051948,1.1139433523068367,True
NACODA,2.9630397579930756,3.1774274601917303,0.15,0.6989700043360189,False
POX,3.1802315185549452,3.8361927407584395,0.17027027027027028,1.591064607026499,False
ACOTA,1.996716039707366,3.966659851793945,0.474937343358396,1.845098040014257,True
ALATA_L,2.8225328874885385,5.033230494957589,0.21555827553379572,2.0863598306747484,False
ASPTA,2.418882420165298,4.852864790224309,0.26962081128747795,1.9822712330395684,True
GLUDy,1.3182155992882554,2.9716598871398086,0.5345882352941177,1.8195439355418688,True
HSTPT,2.054456507129324,3.717633948928722,0.5015255530129672,1.7160033436347992,True
ICDHyr,2.4983342616059705,3.8331858378617345,0.7313915857605178,1.5563025007672873,True
ILETA,1.672849957061185,3.7313469256285825,0.5031000885739593,1.8325089127062364,True
LEUTAi,1.9349003684228376,3.792500995859324,0.5011441647597255,1.7160033436347992,True
OHPBAT,1.571873509985847,3.7391318219382192,0.47451963241436923,1.845098040014257,True
PHETA1,1.5087916315014616,3.567288600068859,0.5031000885739593,1.8325089127062364,True
PSERT,2.4902272461466213,3.8539010692186837,0.5011441647597255,1.7160033436347992,False
SDPTA,2.011149842555912,3.7727170417246234,0.5035429583702391,1.8325089127062364,True
TDPAGTA,2.5088221915177225,3.83083298874556,0.5015255530129672,1.7160033436347992,False
TYRTA,1.9010032911862016,3.993663206361924,0.4883920894239037,1.8388490907372552,True
UDPKAAT,2.016851472955892,3.733567109738512,0.5031000885739593,1.8325089127062364,False
VALTA,1.6487685994785148,3.6178798556242544,0.4526627218934911,1.8573324964312685,False
CRNBTCT,-0.2938696200673589,0.17609125905568124,0.8333333333333334,0.9030899869919435,False
CRNCAR,0.2518119729937996,0.6989700043360189,0.68,0.9030899869919435,False
CRNCBCT,0.3125571565741178,0.9294189257142927,0.55,1.0,False
CRNCDH,-0.4471580313422192,0.0,0.76,0.9030899869919435,False
AMALT1,3.1218344427727867,3.632595166826908,0.38571428571428573,0.9542425094393249,False
AMALT2,3.124371160845855,3.776683051507758,0.359375,1.0791812460476249,False
AMALT3,3.130847200625087,3.8086840072962334,0.3684210526315789,1.1139433523068367,False
AMALT4,3.1680283470616226,3.671008367424991,0.328125,1.0791812460476249,False
G6PP,3.618930102060948,3.6783008383050197,0.39814814814814814,1.0413926851582251,False
GALS3,0.0,0.0,0.3333333333333333,0.6020599913279624,False
HEX1,3.2459199812831265,4.145134309734348,0.18043478260869567,1.3424226808222062,False
LACZ,0.0,0.0,0.3333333333333333,0.6020599913279624,False
MLTG1,0.23954889946461716,0.8647153189478135,0.4166666666666667,0.9542425094393249,False
MLTG2,2.7959468746243554,3.212851801767337,0.4074074074074074,0.9030899869919435,False
MLTG3,2.407434717181543,2.963952931796339,0.4186046511627907,1.0,False
MLTG4,2.4998866175781145,3.1521985082400175,0.3828125,1.0791812460476249,False
MLTG5,2.1863262735114297,2.7044622373150644,0.45588235294117646,0.9542425094393249,False
TRE6PH,2.5084748617315604,3.1755841400874476,0.4318181818181818,1.0,False
TREH,3.421354642744416,3.041392685158225,0.3333333333333333,0.6020599913279624,False
XYLI2,3.0736351053328708,3.473845036928088,0.18253968253968253,1.3010299956639813,False
AMPTASECG,0.0,0.0,0.10897435897435898,1.1139433523068367,False
AMPTASEPG,0.0,0.0,0.2857142857142857,0.9030899869919435,False
AOBUTDs,3.1790191277987567,3.634951083448481,0.25,0.6989700043360189,False
ATHRDHr,2.8870282235605305,3.062769949815128,0.3888888888888889,0.6989700043360189,False
GHMT2r,2.536813469520838,4.583093501707456,0.14556962025316456,1.7075701760979363,False
GLYCL,2.4359643721095803,3.515223397722367,0.25,1.3222192947339193,False
GLYTRS,0.0,0.0,0.375,0.9030899869919435,False
GTHS,3.111118337809218,4.1243118308862,0.15441176470588236,1.2304489213782739,False
PRAGSr,2.388458773683234,3.1642820177153705,0.3034188034188034,1.2041199826559248,True
SARCOX,0.0,0.0,0.13736263736263737,1.146128035678238,False
THRD,2.4599199820139575,2.6735435054146257,0.3333333333333333,0.6020599913279624,False
FHL,0.0,0.0,0.1,1.0,False
FORCT,2.35367833970442,3.3529539117100877,0.15555555555555556,1.146128035678238,False
FTHFLi,2.9907490525511546,3.991962166417874,0.22693726937269373,1.380211241711606,False
GART,4.0550758433094245,4.089837949568636,0.10555555555555556,1.146128035678238,False
THRD_L,2.5781913612406666,1.7105360297446452,0.0,0.47712125471966244,True
DHACOAH,3.0622058088197126,3.0622058088197126,0.0,0.47712125471966244,False
OXCOAHDH,5.245018870737753,3.6429588794097905,0.0,0.3010299956639812,False
ALDD19xr,0.0,0.0,0.0,0.0,False
PACCOAE,3.653501946962933,3.653501946962933,0.0,0.3010299956639812,False
ACNML,0.0,0.0,0.4166666666666667,1.2041199826559248,False
ADCL,2.06824035986669,3.0760886015596456,0.3713235294117647,1.2304489213782739,True
ALATA_D2,2.715507514424626,3.9353918767205385,0.15517241379310345,1.4471580313422192,False
ALATA_L2,2.8249850829522285,4.044869445248141,0.22666666666666666,1.4471580313422192,False
ANS,1.8211742724068272,3.426546921241128,0.24778270509977826,1.6334684555795864,True
CHRPL,2.209643773789069,3.242315599207057,0.3300653594771242,1.255272505103306,True
CYSDDS,0.0,0.0,0.36764705882352944,1.2304489213782739,False
CYSDS,2.411768209642237,3.463248141548759,0.29411764705882354,1.2787536009528289,False
CYSTL,1.968624399898028,3.0400004988136815,0.2953216374269006,1.2787536009528289,True
DAPAL,0.0,0.0,0.47619047619047616,1.1760912590556813,False
DDPGALA,3.377370080000105,4.883555000339307,0.24447879858657243,1.8325089127062364,False
DHAPT,2.9495772660791184,4.216680160080536,0.21889400921658986,1.4771212547196624,False
EDA,3.229678947255312,4.314627599447864,0.3,1.3979400086720377,False
GLCRAL,2.3293331495158363,3.3432115901797474,0.2982456140350877,1.2787536009528289,False
ICHORT,2.1443987024844806,3.1770705279024685,0.3333333333333333,1.255272505103306,False
L_LACD2,2.8613922472013105,3.59966728242207,0.34210526315789475,1.255272505103306,False
L_LACD3,2.6356947232942094,3.7532926413440375,0.159375,1.414973347970818,False
LDH_D,2.6075394342569194,3.7919152406142973,0.3078089461713419,1.7160033436347992,False
LDH_D2,3.137721350533374,3.9429431753847464,0.3125,1.3222192947339193,False
MALDDH,0.0,0.0,0.47619047619047616,1.1760912590556813,False
MCITL2,2.6793804176927,4.3330824242318675,0.19745801180208805,1.8260748027008264,False
MCPST,0.0,0.0,0.47619047619047616,1.1760912590556813,False
ME1,2.4706968813748946,3.1737255374713698,0.3362573099415205,1.2787536009528289,False
ME2,2.4706968813748946,3.1737255374713698,0.3362573099415205,1.2787536009528289,False
OAADC,2.39666591325299,3.201152210108243,0.23731884057971014,1.380211241711606,False
PYK,2.8986897523656747,3.6017184084621503,0.3382352941176471,1.2787536009528289,False
SERD_D,2.1998966607634403,2.8282916985630115,0.4166666666666667,1.2041199826559248,False
SERD_L,2.921925150789364,3.6886228867552164,0.2813852813852814,1.3424226808222062,False
SHCHCS3,2.23829404527615,3.3527611917238307,0.3713235294117647,1.2304489213782739,False
TRPAS2,2.136748591145707,3.638533937670544,0.2808988764044944,1.7323937598229686,False
