reaction,log10_bridging_centrality,log10_betweeness_centrality,clustering_coefficient,log10_degree,cascadeNum,is_essential
DASYN140,3.3519666782248656,3.7359709089536106,0.018518518518518517,0.9030899869919435,1,0
DASYN141,3.365660242014602,3.749664472743347,0.018518518518518517,0.9030899869919435,1,0
DASYN160,3.3613483693698014,3.7453526000985464,0.018518518518518517,0.9030899869919435,1,1
DASYN161,3.36805054503395,3.752054775762695,0.018518518518518517,0.9030899869919435,1,1
DASYN180,3.382684171477606,3.766688402206351,0.018518518518518517,0.9030899869919435,1,0
DASYN181,3.38781589787192,3.771820128600665,0.018518518518518517,0.9030899869919435,1,0
DATPHs,2.764245363251373,3.5423966136350167,0.08333333333333333,0.6020599913279624,3,0
DB4PS,3.823337555298881,4.5055471196796475,0.16666666666666666,0.9542425094393249,0,1
DBTS,0,0,0.5,0.3010299956639812,0,1
DC6PH,0,0,0.5,0.47712125471966244,0,0
DCTPD,2.852385963636547,3.056505946292472,0.16666666666666666,0.6020599913279624,0,0
DCYTD,3.6906696164864683,3.561574920107011,0.16666666666666666,0.47712125471966244,0,0
DDGALK,4.573660511558021,3.042181594515766,0,0.3010299956639812,0,0
DDGLK,4.8080983884823985,3.887279634530023,0,0.47712125471966244,0,0
DDPA,3.2833012287035497,3.760422483423212,0.25,0.9542425094393249,5,1
DDPGALA,3.377370080000105,4.883555000339307,0.24447879858657243,1.8325089127062364,0,0
DGK1,2.5169884440842982,2.9729203997340226,0.25,0.7781512503836436,0,0
DHACOAH,3.0622058088197126,3.0622058088197126,0,0.47712125471966244,1,0
DHAD1,3.5499007014783057,3.3422252293607904,0.3,0.6989700043360189,0,1
DHAD2,4.874220444839686,3.3427415277974313,0,0.3010299956639812,0,1
DHAPT,2.9495772660791184,4.216680160080536,0.21889400921658986,1.4771212547196624,0,0
DHBD,1.6328089065550782,1.6328089065550782,0.16666666666666666,0.47712125471966244,0,0
DHBS,3.0484882441993646,3.0484882441993646,0.16666666666666666,0.47712125471966244,0,0
DHBSH,2.357575581555119,3.9401441214586077,0.14523809523809525,1.3222192947339193,0,0
DHCIND,3.2198463860243605,3.0437551269686796,0,0.3010299956639812,0,0
DHCINDO,4.084754963179354,3.520483532740792,0,0.47712125471966244,1,0
DHDPRy,4.329270508262071,3.050516907309242,0,0.3010299956639812,0,1
DHDPS,1.7921537214847798,3.0709073224376087,0.1728307254623044,1.5797835966168101,1,1
DHFR,3.5240271046708926,3.983932505072529,0.5049019607843137,1.1760912590556813,0,1
DHFS,3.128576414137031,3.4709990949592373,0.38446969696969696,1.5185139398778875,0,1
DHMPTR,0,0,0,0,0,0
DHNAOT4,3.41349561347012,3.7346530629760366,0,0.7781512503836436,0,0
DHNCOAS,4.873744929545732,3.643296008167458,0.5,0.3010299956639812,1,0
DHNCOAT,2.3650134619903884,3.6379311066721463,0.5730837789661319,1.5314789170422551,0,0
DHNPA2r,2.9945165648203718,3.7503914204928632,0.10714285714285714,0.7781512503836436,1,1
DHNPTE,2.3935752032695876,3.062581984228163,0.2,0.6020599913279624,1,0
DHORD2,3.4297132351507016,3.0198194127091584,0,0.6020599913279624,0,0
DHORD5,2.6966559359733893,3.2492073814482194,0,1.0791812460476249,0,0
DHORDfum,3.566222195050092,3.8899791870758964,0.24025974025974026,1.1139433523068367,0,0
DHORTS,3.10212906863762,3.317244435595008,0,0.6020599913279624,0,1
DHPPD,3.219846386024361,3.0437551269686796,0,0.3010299956639812,0,0
DHPPDA2,3.404572327547155,3.404572327547155,0,0.3010299956639812,2,1
DHPS2,4.0991150172235225,3.0577223320652975,0,0.47712125471966244,0,1
DHPTDCs2,2.761927838420529,3.0629578340845103,0,0.3010299956639812,1,1
DHPTPE,0,0,0.3333333333333333,0.47712125471966244,0,0
DHQS,3.35839175864902,3.7563317673210577,0.16666666666666666,0.47712125471966244,4,1
DHQTi,3.571941635074462,3.7480328941301435,0.16666666666666666,0.47712125471966244,2,1
DKGLCNR1,0,0,0,0.6020599913279624,4,0
DKGLCNR2x,0,0,0.8333333333333334,0.47712125471966244,0,0
DKGLCNR2y,0,0,0.8333333333333334,0.47712125471966244,0,0
DMATT,0.17609125905568124,0,0.3333333333333333,0.6020599913279624,0,1
DMPPS,2.9647309210536292,3.061640934061686,0.16666666666666666,0.47712125471966244,0,0
DMQMT,3.9439568831536502,3.7101543197677884,0.03333333333333333,0.7781512503836436,0,0
DMSOR1,2.3947569962590167,3.4705710380502155,0,1.2787536009528289,0,0
DMSOR2,2.4386399136928603,2.9791481472769155,0,0.9542425094393249,0,0
DNMPPA,3.7196522156021414,3.8165622286101977,0.3333333333333333,0.47712125471966244,0,1
DNTPPA,3.8201253699814144,3.8201253699814144,0.16666666666666666,0.47712125471966244,1,1
DOGULNR,0,0,0,0,1,0
DPCOAK,2.4458338712181718,3.549467447258172,0.6079545454545454,1.5185139398778875,0,1
DPR,3.0116172749753036,2.8355260159196223,0,0.3010299956639812,0,1
DRPA,3.5071206490504436,4.413904351736296,0.4142857142857143,1.1760912590556813,0,0
DSBAO1,0,0,0,0.3010299956639812,0,0
DSBAO2,1.4158247547086629,1.7934888074063888,0,1,0,0
DSBDR,0,0,0,0.3010299956639812,0,0
DSERDHr,3.5598677657470685,3.0622058088197126,0,0.47712125471966244,1,0
DTARTD,0,0,0.42857142857142855,0.8450980400142568,0,0
DTMPK,2.829143310176,3.2551120424482813,0.18518518518518517,0.9030899869919435,0,1
DURADx,0,0,0.5769230769230769,0.9030899869919435,0,0
DURIK1,2.7961892654749048,3.0691905375386423,0.16666666666666666,0.6989700043360189,0,0
DURIPP,2.7843347247646535,4.094621085835771,0.27832512315270935,1.3222192947339193,0,0
DUTPDP,3.4507936029554407,3.7237948750191787,0.1,0.6989700043360189,0,0
DXPRIi,3.4349714896730963,3.3100327530647964,0,0.47712125471966244,0,1
DXPS,2.7150460264802434,4.2291508474530755,0.15051020408163265,1.6901960800285136,0,1
DXYLK,0,0,0,0.47712125471966244,0,0
E4PD,2.1518645795030866,2.7530756364430227,0.46875,0.9542425094393249,0,1
EAR100x,3.2429236435544557,2.943593432768369,0.08333333333333333,0.6020599913279624,0,0
EAR100y,3.2429236435544557,2.943593432768369,0.08333333333333333,0.6020599913279624,0,0
EAR120x,2.688846677610522,3.040800061256529,0.023809523809523808,0.8450980400142568,0,0
EAR120y,2.688846677610522,3.040800061256529,0.023809523809523808,0.8450980400142568,0,0
EAR121x,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR121y,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR140x,2.258411612766294,2.7455602074008993,0.017857142857142856,0.9030899869919435,0,0
EAR140y,2.258411612766294,2.7455602074008993,0.017857142857142856,0.9030899869919435,0,0
EAR141x,2.843626227747942,3.040800061256529,0.03333333333333333,0.7781512503836436,0,0
EAR141y,2.843626227747942,3.040800061256529,0.03333333333333333,0.7781512503836436,0,0
EAR160x,2.843626227747942,3.040800061256529,0.03333333333333333,0.7781512503836436,0,0
EAR160y,2.843626227747942,3.040800061256529,0.03333333333333333,0.7781512503836436,0,0
EAR161x,2.688846677610522,3.040800061256529,0.023809523809523808,0.8450980400142568,0,0
EAR161y,2.688846677610522,3.040800061256529,0.023809523809523808,0.8450980400142568,0,0
EAR180x,3.278006175950972,3.040800061256529,0.08333333333333333,0.6020599913279624,0,0
EAR180y,3.278006175950972,3.040800061256529,0.08333333333333333,0.6020599913279624,0,0
EAR181x,3.278006175950972,3.040800061256529,0.08333333333333333,0.6020599913279624,0,0
EAR181y,3.278006175950972,3.040800061256529,0.08333333333333333,0.6020599913279624,0,0
EAR40x,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR40y,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR60x,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR60y,3.9438900482484724,3.040800061256529,0,0.3010299956639812,0,0
EAR80x,3.1743389696267466,3.040800061256529,0,0.6020599913279624,0,0
EAR80y,3.1743389696267466,3.040800061256529,0,0.6020599913279624,0,0
ECOAH1,2.155176822623559,2.0967250614346784,0,0.6020599913279624,0,0
ECOAH2,1.8061559492639292,1.8366452714118295,0,0.6020599913279624,0,0
ECOAH3,1.8096198813130469,1.8406541150530156,0,0.6020599913279624,0,0
ECOAH4,1.7948033665190133,1.825837600258982,0,0.6020599913279624,0,0
ECOAH5,1.8238189876858497,1.8548532214258184,0,0.6020599913279624,0,0
ECOAH6,1.4416013908864522,1.8898659055836409,0.3333333333333333,0.7781512503836436,0,0
ECOAH7,1.4464248272002382,1.894689341897427,0.3333333333333333,0.7781512503836436,0,0
ECOAH8,1.97821905112378,2.4270970628602733,0.3333333333333333,0.7781512503836436,0,0
EDA,3.229678947255312,4.314627599447864,0.3,1.3979400086720377,0,0
EDD,4.995419413827308,4.074600659874933,0,0.47712125471966244,0,0
EDTXS1,2.8489783067168264,3.4491336562369628,0.18518518518518517,1.2304489213782739,0,0
EDTXS2,2.818522785846397,3.755496851476599,0.18518518518518517,1.2304489213782739,0,0
EDTXS3,2.81683614900855,3.423754246724346,0.18518518518518517,1.2304489213782739,0,0
EDTXS4,2.422216022013824,2.870466954845675,0.21008403361344538,1.2041199826559248,0,0
EGMEACPR,4.21728649275249,3.3422252293607904,0,0.3010299956639812,0,1
ENO,2.79289579200575,3.8130891817126438,0.21710526315789475,1.1139433523068367,0,1
ENTCS,3.7075889735214735,3.485740223905117,0,0.47712125471966244,0,0
ENTERES,4.477444421373318,3.854195130975417,0,0.6989700043360189,0,0
ENTERES2,0,0,0,0.3010299956639812,0,0
EPMEACPR,3.5251744278352715,3.5251744278352715,0,0.3010299956639812,1,1
ETHAAL,2.6835915189239747,2.8327898896516643,0.3,0.6989700043360189,0,0
F6PA,2.7359946891874083,4.146906469303417,0.39697802197802196,1.591064607026499,0,0
F6PP,2.6599463238476404,2.858210561854513,0.5844155844155844,1.1139433523068367,0,0
FA100ACPHi,2.97974555635698,3.399967765588587,0.17307692307692307,1.1760912590556813,0,0
FA120ACPHi,2.398680609368642,3.2985464721306643,0.13333333333333333,1.2304489213782739,0,0
FA140ACPHi,2.328927847389849,3.2287937101518716,0.13333333333333333,1.2304489213782739,0,0
FA141ACPHi,2.765356125448093,3.6652219882101154,0.13333333333333333,1.2304489213782739,0,0
FA160ACPHi,2.4402235193773074,3.34008938213933,0.13333333333333333,1.2304489213782739,0,0
FA161ACPHi,2.8192115386023513,3.6825318006181043,0.13333333333333333,1.2304489213782739,0,0
FA80ACPHi,2.352516293829854,3.263161420737706,0.15126050420168066,1.2041199826559248,0,0
FACOAE100,1.8998775658147413,3.0491208434846624,0.5909090909090909,1.5440680443502757,0,0
FACOAE120,2.308937020077366,3.7173938184883224,0.5278195488721804,1.568201724066995,0,0
FACOAE140,2.3273436713305693,3.735644842175599,0.5278195488721804,1.568201724066995,0,0
FACOAE141,1.7227118635641627,3.119430028010844,0.5119047619047619,1.5563025007672873,0,0
FACOAE160,2.302903636791035,3.711521024537424,0.5278195488721804,1.568201724066995,0,0
FACOAE161,1.7527445570107412,3.1249825936482294,0.5119047619047619,1.5563025007672873,0,0
FACOAE180,2.1345381470769555,3.562542889680671,0.5119047619047619,1.5563025007672873,0,0
FACOAE181,1.807946643970058,3.2050018528590822,0.5119047619047619,1.5563025007672873,0,0
FACOAE60,1.9409526233691163,3.12229454047078,0.5979299363057324,1.5563025007672873,0,0
FACOAE80,1.9161753298572848,3.3392896798657765,0.5580286168521462,1.5563025007672873,0,0
FADRx,0.8443574398408443,2.1982662420715613,0.6802721088435374,1.6334684555795864,0,0
FADRx2,0.8443574398408443,2.1982662420715613,0.6802721088435374,1.6334684555795864,0,0
FALDH2,3.5946479665425715,3.184222246322474,0.5,0.47712125471966244,1,0
FALGTHLs,2.292786409011884,3.5195034536621375,0.22781065088757396,1.2787536009528289,2,0
FBA,2.9105740005853544,4.245691290789276,0.3921852387843705,1.5797835966168101,0,0
FBA3,2.4455620725630336,3.622992468430207,0.4525316455696203,1.414973347970818,0,0
FBP,2.2590111376937343,3.0740014183780886,0.5388888888888889,1.146128035678238,0,0
FCI,0,0,0,0,1,0
FCLK,4.102879434869378,3.042181594515766,0,0.3010299956639812,0,0
FCLPA,2.4697118528467787,3.638158987139397,0.45528455284552843,1.3617278360175928,0,0
FCLT,1.9606290058167812,3.021326846170393,0,1.3617278360175928,0,1
FDMO,2.1169953879320844,2.788130408141412,0.019230769230769232,0.9030899869919435,0,0
FDMO2,2.5262237714485414,2.8061522644410606,0,0.8450980400142568,0,0
FDMO3,2.3081502423912252,3.008437469859698,0.06976744186046512,1,0,0
FDMO4,2.4130223627974834,3.1151706846338847,0,0.8450980400142568,1,0
FDMO6,2.4596775846350543,3.224530432292738,0,1,0,0
FE3DHBZR,0,0,0,0.3010299956639812,0,0
FE3HOXR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,0,0
FE3HOXR2,1.5604435500800045,2.1717888766807336,0.015625,1.0791812460476249,0,0
FE3HOXR3,1.9223572393235955,2.669700476594989,0.015625,1.0791812460476249,0,0
FE3Ri,2.539093455021505,3.7281661447115653,0.58147512864494,1.5440680443502757,0,0
FECRMR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,0,0
FECRMR2,1.5604435500800045,2.1717888766807336,0.015625,1.0791812460476249,0,0
FECRMR3,1.9223572393235955,2.669700476594989,0.015625,1.0791812460476249,0,0
FEENTERR1,2.2482401705191566,3.5606376969077145,0.6962809917355371,1.505149978319906,0,0
FEENTERR2,1.5463980631788798,2.3931667005753314,0.013157894736842105,1.1139433523068367,0,0
FEENTERR3,2.0398883992433166,2.9771493122697903,0.013157894736842105,1.1139433523068367,0,0
FEOXAMR1,1.4466069149081584,2.5829732540822152,0.7439293598233996,1.4913616938342726,0,0
FEOXAMR2,1.5604435500800045,2.1717888766807336,0.015625,1.0791812460476249,0,0
FEOXAMR3,1.9223572393235955,2.669700476594989,0.015625,1.0791812460476249,0,0
FESD1s,3.5680321466402116,3.580266603057223,0.052884615384615384,1.1760912590556813,0,0
FESD2s,2.476399200950171,2.0115124026475204,0.1111111111111111,0.6989700043360189,0,0
FESR,2.786231374197363,3.684773733438586,0.006734006734006734,1.3979400086720377,0,0
FFSD,0,0,0.4107142857142857,0.9030899869919435,0,0
FHL,0,0,0.1,1,0,0
FLDR2,2.2655336309149963,3.1550375740274617,0.3333333333333333,1.0791812460476249,0,0
FLVR,2.7954994539152804,3.602808933040137,0,1.1139433523068367,0,0
FLVRx,2.7954994539152804,3.602808933040137,0,1.1139433523068367,0,0
FMETTRS,3.2267895991195608,3.681303527410737,0.6057692307692307,1.0413926851582251,0,0
FMNAT,3.1474895769031894,3.888789082821255,0.21739130434782608,1.380211241711606,0,1
FMNRx,2.5180922529331156,3.9229087457419705,0,1.3617278360175928,0,0
FMNRx2,2.5180922529331156,3.9229087457419705,0,1.3617278360175928,0,0
FOMETRi,2.802510596243088,3.041392685158225,0.6,0.6020599913279624,0,0
FORCT,2.35367833970442,3.3529539117100877,0.15555555555555556,1.146128035678238,1,0
FRD2,2.829870533820919,4.170308091595347,0.04823529411764706,1.4771212547196624,0,0
FRD3,3.2100775147252314,4.20041831220732,0.1,1.3010299956639813,0,0
FRUK,0,0,0.5,0.3010299956639812,0,0
FRULYSDG,2.634026204296203,3.89170056790982,0.31196581196581197,1.2041199826559248,0,0
FRULYSE,0,0,0,0,1,0
FRULYSK,3.94527158150771,3.042181594515766,0,0.3010299956639812,0,0
FTHFD,2.0268051900323476,2.841236529632392,0.47333333333333333,1.1139433523068367,0,0
FTHFLi,2.9907490525511546,3.991962166417874,0.22693726937269373,1.380211241711606,0,0
FUM,2.579497093522277,3.8340602820073983,0.2701612903225806,1.3617278360175928,0,1
G1PACT,1.966061846619301,3.4286921840640043,0.7042349726775956,1.7403626894942439,0,1
G1PTT,3.353604509361673,3.8307257640813357,0.4166666666666667,0.9542425094393249,3,0
G1SAT,3.9002578584377776,3.9002578584377776,0,0.3010299956639812,5,1
G2PP,0,0,0.3333333333333333,0.47712125471966244,0,0
G3PAT120,2.9709752229995807,3.806169440397722,0.08640552995391705,1.4771212547196624,0,0
G3PAT140,2.9517213218265144,3.7869155392246556,0.08640552995391705,1.4771212547196624,0,0
G3PAT141,2.9841230542253423,3.8193172716234836,0.08640552995391705,1.4771212547196624,0,0
G3PAT160,2.9841230542253423,3.8193172716234836,0.08640552995391705,1.4771212547196624,0,0
G3PAT161,2.970004238648984,3.805198456047125,0.08640552995391705,1.4771212547196624,0,0
G3PAT180,3.0326082632870683,3.8678024806852096,0.08640552995391705,1.4771212547196624,0,0
G3PAT181,3.031361044858154,3.8665552622562953,0.08640552995391705,1.4771212547196624,0,0
G3PD2,2.710489288151288,4.644728351592092,0.19856303069888961,1.7481880270062005,0,1
G3PD5,2.771592282432649,3.759930175927285,0.16275167785234898,1.3979400086720377,0,0
G3PD6,2.762555126007513,4.051579904690436,0.09291187739463602,1.5185139398778875,0,0
G3PD7,2.643929451149744,3.9662017873886355,0.11252900232018562,1.4771212547196624,0,0
G3PT,2.599734819246395,3.432243731952631,0.07777777777777778,1.2304489213782739,0,0
G5SADs,3.4689888637275126,3.531136770476357,0,0.6020599913279624,0,1
G5SD,3.617292956918018,3.316262961254037,0,0.3010299956639812,0,0
G6PDA,2.7518924199372856,3.56688270062164,0.5055555555555555,1.146128035678238,0,0
G6PDH2r,2.8020802737938086,3.706179224111084,0.47333333333333333,1.1139433523068367,1,0
G6PP,3.618930102060948,3.6783008383050197,0.39814814814814814,1.0413926851582251,0,0
GALCTD,0,0,0,0,0,0
GALCTLO,0,0,1,0.3010299956639812,0,0
GALCTND,0,0,0,0,1,0
GALKr,2.4587133719337437,1.6294095991027189,0,0.6020599913279624,0,0
GALS3,0,0,0.3333333333333333,0.6020599913279624,0,0
GALT1,2.3011720319312476,2.7579015901594346,0.3611111111111111,0.9542425094393249,0,0
GALUi,2.697999584327372,3.998497029977469,0.2598684210526316,1.255272505103306,0,0
GAPD,2.695639593518255,3.636110447794398,0.6311475409836066,1.3617278360175928,0,1
GARFT,2.6147194131427813,3.8530878785196965,0.35902255639097747,1.380211241711606,0,0
GART,4.0550758433094245,4.089837949568636,0.10555555555555556,1.146128035678238,0,0
GCALDD,3.6185952120232034,3.6643527025838787,0.05,0.6989700043360189,0,1
GDMANE,2.7623033632877685,3.0633333589517497,0,0.3010299956639812,1,0
GDPDPK,2.936466615954849,3.061405352563149,0.33076923076923076,1.0791812460476249,0,0
GDPMNH,2.5430758761609162,3.2556402664393347,0.3,0.9542425094393249,0,0
GDPMNP,2.4410470068019015,2.851342092494949,0.21428571428571427,0.7781512503836436,0,0
GDPTPDP,1.1600156719350083,3.0377354401663403,0.1111111111111111,1.3617278360175928,0,0
GF6PTA,2.9777104474067104,4.45116330155756,0.30099857346647646,1.5797835966168101,0,1
GGGABADr,4.220150456753134,3.1062071044462978,0,0.3010299956639812,1,0
GGGABAH,1.9883936227480878,3.0874433798126466,0.5538461538461539,1.414973347970818,0,0
GGPTRCO,2.6913201238451516,3.6142367025389044,0.08333333333333333,0.9542425094393249,2,0
GGPTRCS,3.0426640752648413,3.6199004828677714,0.36363636363636365,1.5314789170422551,3,0
GHBDHx,0,0,0.3333333333333333,0.47712125471966244,0,0
GHMT2r,2.536813469520838,4.583093501707456,0.14556962025316456,1.7075701760979363,0,0
GK1,3.0192805920907126,4.130336375116132,0.2214765100671141,1.3979400086720377,0,1
GLBRAN2,3.113358331267094,3.363235804483694,0,0.6020599913279624,2,0
GLCATr,2.6352442887213368,4.604146180943322,0.4161073825503356,2.0569048513364727,0,0
GLCP,2.808246866282554,3.5173278822943734,0.4111111111111111,1,0,0
GLCP2,2.3772788146629287,3.040602340114073,0.5,0.9542425094393249,0,0
GLCRAL,2.3293331495158363,3.3432115901797474,0.2982456140350877,1.2787536009528289,0,0
GLCRD,0,0,0,0,0,0
GLCS1,3.7351424682511194,3.7563317673210577,0.16666666666666666,0.47712125471966244,0,0
GLCTR1,3.17628958726535,3.6330191454935368,0.2638888888888889,0.9542425094393249,0,0
GLCTR2,2.2844249977645976,2.7411545559927846,0.3611111111111111,0.9542425094393249,0,0
GLCTR3,2.420678150029302,3.2242987753081294,0.2638888888888889,0.9542425094393249,0,0
GLDBRAN2,0,0,0,0.47712125471966244,0,0
GLGC,3.3344537511509307,3.760422483423212,0.5535714285714286,0.9030899869919435,1,0
GLNS,2.786065454805575,4.569025811531789,0.30085653104925053,1.6434526764861874,2,1
GLNTRS,0,0,0,0,0,0
GLTPD,0,0,0,0,1,0
GLU5K,2.1233197086079425,3.3274396912638675,0.4092741935483871,1.505149978319906,1,0
GLUCYS,3.230455198174747,3.531485193838728,0.3627450980392157,1.5314789170422551,0,0
GLUDC,2.087811400548606,1.930203547186938,0.43434343434343436,1.505149978319906,0,0
GLUDy,1.3182155992882554,2.9716598871398086,0.5345882352941177,1.8195439355418688,0,0
GLUN,0.5216736223871778,1.583695614706541,0.5551839464882943,1.3979400086720377,0,0
GLUPRT,3.1986853013530743,4.380335567035166,0.4148148148148148,1.462397997898956,0,1
GLUR,1.5847444732648075,3.207122772084243,0.5485915492957747,1.7323937598229686,0,1
GLUSy,1.2250300190457948,2.5018958594128557,0.6859452736318408,1.6127838567197355,0,0
GLUTRR,3.701607453365889,3.9032528168939584,0,0.47712125471966244,6,1
GLUTRS,2.8647806784858236,3.9061733636440485,0.38519924098671726,1.5185139398778875,7,1
GLXCL,3.4952257097504975,3.842013195975154,0.03571428571428571,0.9030899869919435,0,0
GLYAT,2.321574981573502,4.531382754414601,0.42379211697393515,2.0530784434834195,0,0
GLYCDx,4.282136933553709,3.8309514129284468,0.16666666666666666,0.7781512503836436,0,0
GLYCK,2.736936101530658,3.329852713418751,0.16666666666666666,0.8450980400142568,0,0
GLYCK2,3.4238601852626567,3.544000038989188,0.16666666666666666,0.7781512503836436,0,0
GLYCL,2.4359643721095803,3.515223397722367,0.25,1.3222192947339193,0,0
GLYCLTDx,2.2601640222401014,2.5611940179040826,0,0.9542425094393249,0,0
GLYCLTDy,2.2601640222401014,2.5611940179040826,0,0.9542425094393249,0,0
GLYCTO2,3.0974418053923616,3.700407740373447,0,1,0,0
GLYCTO3,2.793238127723546,3.8273635908958044,0,1.255272505103306,0,0
GLYCTO4,2.764267399130262,3.7925451822050857,0,1.1760912590556813,0,0
GLYK,1.751739344992859,3.315067838733597,0.06912442396313365,1.4771212547196624,0,0
GLYOX,2.907276957995304,3.776832717962197,0.2037037037037037,1.0413926851582251,0,0
GLYOX3,3.5647335928533184,2.9918938059330182,0.16666666666666666,0.6020599913279624,0,0
GLYTRS,0,0,0.375,0.9030899869919435,0,0
GMAND,3.3639878297484915,3.3639878297484915,0,0.3010299956639812,2,0
GMHEPAT,4.11708465301384,3.719144644341802,0,0.3010299956639812,1,0
GMHEPK,3.728008525890032,3.728008525890032,0,0.3010299956639812,3,0
GMHEPPA,3.7235991985256316,3.7235991985256316,0,0.3010299956639812,2,0
GMPR,3.2957426174706788,4.010005131401658,0.09090909090909091,1.0791812460476249,0,0
GMPS2,3.107950082412227,4.434836206901178,0.3609913793103448,1.4913616938342726,0,1
GND,3.1151761547414276,3.480417217718027,0.3,0.7781512503836436,0,0
GNK,3.6442415858437287,4.042181594515767,0.1,0.6989700043360189,0,0
GOFUCR,0,0,0,0,0,0
GP4GH,0,0,0.42857142857142855,0.8450980400142568,0,0
GPDDA1,0,0,0.039886039886039885,1.4313637641589874,3,0
GPDDA2,2.628403862162434,4.393344966637881,0.01707317073170732,1.6127838567197355,1,0
GPDDA3,0,0,0.05110336817653891,1.6232492903979006,0,0
GPDDA4,2.5860578345530563,4.428926394958098,0.032668881506090805,1.6334684555795864,0,0
GPDDA5,0,0,0.043076923076923075,1.414973347970818,0,0
GRTT,2.324992301390061,3.0808671570625523,0.23333333333333334,0.7781512503836436,0,1
GRXR,2.9164010581603965,4.083841130090246,0.0696969696969697,1.2787536009528289,1,0
GSNK,2.7980875125505693,2.925192310915377,0.21428571428571427,0.7781512503836436,0,0
GSPMDA,3.0111056544538726,3.8605358449224907,0.18518518518518517,1.0413926851582251,0,0
GSPMDS,3.9051498257062813,3.8637571405480564,0.19318181818181818,1,1,0
GTHOr,2.879259918034064,3.875545301289941,0.3277027027027027,1.255272505103306,0,0
GTHPi,2.8304020854554204,2.8538831813049432,0.10294117647058823,1.2787536009528289,0,0
GTHS,3.111118337809218,4.1243118308862,0.15441176470588236,1.2304489213782739,0,0
GTPCI,3.1402292936617062,4.15813850914739,0.1,1,7,1
GTPCII2,2.843061638651283,3.640757754175355,0.125,0.9030899869919435,3,1
GTPDPDP,1.5748644242768983,0.9216519105015547,0,0.3010299956639812,0,0
GTPDPK,2.929107143668572,3.3632593249950538,0.3333333333333333,0.6989700043360189,2,0
GTPHs,2.586706961886173,3.4106157028304915,0.2,0.6989700043360189,2,0
GUACYC,3.0622058088197126,3.0622058088197126,0.3333333333333333,0.6020599913279624,1,0
GUAD,3.0921965506717157,3.3554379854462972,0.3,0.6989700043360189,0,0
GUAPRT,3.2044751811159906,3.4565187160890978,0.16071428571428573,0.9030899869919435,0,0
GUI1,0,0,0,0.3010299956639812,3,0
GUI2,0,0,0.5,0.47712125471966244,0,0
H2SO,3.9639086346402066,3.4867873799205444,0,0.6020599913279624,0,0
HACD1,2.7559066620571193,2.8698500143639563,0.25,0.6989700043360189,0,0
HACD2,2.744246670729606,2.760952364232459,0,0.6020599913279624,0,0
HACD3,2.809056126467429,2.8256026794474662,0,0.6020599913279624,0,0
HACD4,2.809351784615438,2.8260574781182903,0,0.6020599913279624,0,0
HACD5,2.8070725659394187,2.8237782594422716,0,0.6020599913279624,0,0
HACD6,2.9517863742962938,2.8005186989656448,0,0.6020599913279624,0,0
HACD7,2.952556088862707,2.801288413532058,0,0.6020599913279624,0,0
HACD8,3.2857601959462226,3.1344925206155736,0,0.6020599913279624,0,0
HADPCOADH3,3.0261527186014883,3.041392685158225,0,0.47712125471966244,0,0
HBZOPT,3.543908209612809,3.543908209612809,0,0.47712125471966244,3,1
HCO3E,0,0,0,0.6020599913279624,1,1
HCYSMT,2.6802776804979005,3.1056072743444467,0.04285714285714286,0.9542425094393249,0,0
HCYSMT2,2.8348107198848527,2.987778180093396,0,0.7781512503836436,0,0
HEMEOS,0,0,0,0.3010299956639812,0,0
HEPK1,3.7596124808733546,3.5835212218176737,0,0.3010299956639812,0,0
HEPK2,4.471033725415381,3.9939124706957188,0,0.3010299956639812,0,0
HEPT1,3.580896769300878,3.580896769300878,0.16666666666666666,0.47712125471966244,0,0
HEPT2,3.413505928615512,3.589597187671193,0.16666666666666666,0.47712125471966244,1,0
HEPT3,3.8201930176092356,3.996284276664917,0,0.47712125471966244,1,0
HEPT4,0,0,0,0.3010299956639812,0,0
HETZK,0,0,0,0,0,0
HEX1,3.2459199812831265,4.145134309734348,0.18043478260869567,1.3424226808222062,0,0
HEX4,2.9486374258757464,3.230644184226297,0.3333333333333333,0.6989700043360189,0,0
HEX7,2.6054053453868655,3.42039562607122,0.5111111111111111,1.146128035678238,0,0
HISTD,2.7623033632877685,3.0633333589517497,0,0.3010299956639812,1,1
HISTP,3.3639878297484915,3.3639878297484915,0,0.3010299956639812,2,1
HISTRS,0,0,0,0,0,0
HKNDDH,3.2267729605839173,3.6450290647211423,0.23333333333333334,0.7781512503836436,0,0
HKNTDH,2.672717378207587,3.6450290647211423,0.2909090909090909,1.0413926851582251,0,0
HMBS,4.070407321740119,3.8943160626844384,0,0.3010299956639812,3,1
HMPK1,0,0,0,0,0,0
HOPNTAL,2.053288045999926,3.0927935895407397,0.29473684210526313,1.3010299956639813,0,0
HPPK2,2.132512440430003,1.9564211813743215,0,0.3010299956639812,0,1
