FACOAE180,0
LPLIPAL2A180,0
LPLIPAL2E180,0
LPLIPAL2G180,0
FACOAE100,0
FACOAE80,0
ACACCT,0
ACANTHAT,0
ACCOAC,0
ACGS,1
AST,1
BUTCT,0
CS,0
DHNCOAT,0
DPCOAK,0
FACOAE60,0
G1PACT,0
HSST,0
HXCT,0
IPPS,0
KAS15,0
MACPD,0
MALS,0
MCITS,1
O16AT,0
OGMEACPS,3
PTA2,0
SPMDAT1,0
SPMDAT2,0
TDPADGAT,0
THDPS,0
3HAD120,2
MALCOAMT,0
3HAD140,2
3OAR140,0
ACGAMT,0
UAG2E,1
UAGCVT,1
UAGDP,0
UAGPT3,2
UHGADA,0
HADPCOADH3,0
MMM,1
HACD1,0
ACOAD1f,0
HACD2,0
ACOAD2f,0
HACD3,0
ACOAD3f,0
HACD4,0
ACOAD4f,0
HACD5,0
HACD6,0
ACOAD6f,0
HACD7,0
ACOAD7f,0
HACD8,0
ALCD2x,0
ALDD2x,0
ALDD2y,0
CPH4S,3
DRPA,0
ETHAAL,0
FDMO3,0
HOPNTAL,0
THRA2i,0
THRAi,0
ALDD3y,0
PPAKr,0
PPCSCT,0
ACOAD8f,1
ARBTNR1,0
CPGNR1,0
DAAD,0
ECOAH5,0
FADRx,0
FADRx2,0
FE3HOXR1,0
FE3Ri,0
FECRMR1,0
FEENTERR1,0
FEOXAMR1,0
FMNAT,0
I2FE2SS,0
I2FE2SS2,0
I4FE4SR,1
PROD2,0
S2FE2SS,0
S2FE2SS2,0
S4FE4SR,1
BPNT,0
ACKr,0
ACODA,0
AGDC,0
CITL,0
CYSS,0
NACODA,0
POX,0
ACOTA,1
ALATA_L,0
ASPTA,0
GLUDy,0
HSTPT,3
ICDHyr,0
ILETA,1
LEUTAi,1
OHPBAT,1
PHETA1,1
PSERT,1
SDPTA,1
TDPAGTA,0
TYRTA,1
UDPKAAT,0
VALTA,0
CRNBTCT,0
CRNCAR,0
CRNCBCT,0
CRNCDH,0
AMALT1,0
AMALT2,0
AMALT3,0
AMALT4,0
G6PP,0
GALS3,0
HEX1,0
LACZ,0
MLTG1,0
MLTG2,1
MLTG3,0
MLTG4,0
MLTG5,0
TRE6PH,0
TREH,0
XYLI2,0
AMPTASECG,0
AMPTASEPG,0
AOBUTDs,2
ATHRDHr,1
GHMT2r,0
GLYCL,0
GLYTRS,0
GTHS,0
PRAGSr,0
SARCOX,0
THRD,0
FHL,0
FORCT,1
FTHFLi,0
GART,0
THRD_L,0
DHACOAH,1
OXCOAHDH,0
ALDD19xr,0
PACCOAE,2
ACNML,1
ADCL,0
ALATA_D2,0
ALATA_L2,0
ANS,0
CHRPL,0
CYSDDS,0
CYSDS,0
CYSTL,0
DAPAL,0
DDPGALA,0
DHAPT,0
EDA,0
GLCRAL,0
ICHORT,0
L_LACD2,0
L_LACD3,0
LDH_D,0
LDH_D2,0
MALDDH,0
MCITL2,0
MCPST,0
ME1,0
ME2,0
OAADC,0
PYK,0
SERD_D,0
SERD_L,0
SHCHCS3,1
TRPAS2,0
VPAMTr,0
ACHBS,2
ACLS,2
DHDPS,1
DXPS,0
FLDR2,0
MECDPDH5,7
PPS,0
RNTR1c2,0
RNTR2c2,0
RNTR3c2,0
RNTR4c2,0
DHBSH,0
GPDDA3,0
LSERDHr,2
PSP_L,0
PSSA120,1
PSSA140,1
PSSA141,1
PSSA160,1
PSSA161,1
PSSA180,1
PSSA181,1
SERASr,0
SERTRS,0
SERTRS2,0
TRPS1,0
TRPS2,0
DHNCOAS,1
SUCBZS,0
ASPO5,0
DHORDfum,0
FRD2,0
FRD3,0
HKNDDH,0
ICL,0
PPPGO3,0
SDPDS,0
SGDS,0
SHSL1,1
SSALx,0
SSALy,0
SUCDi,0
TAUDO,0
GLYK,0
GPDDA1,3
GPDDA5,0
EAR140x,0
EAR140y,0
EAR141x,0
EAR141y,0
EAR160x,0
EAR160y,0
EAR161x,0
EAR161y,0
EAR180x,0
EAR180y,0
EAR181x,0
EAR181y,0
FBA,0
FBA3,0
FCLPA,0
MGSA,0
QULNS,0
RMPA,0
TGBPA,0
TPI,0
QMO2,3
DMSOR1,0
QMO3,0
SELR,0
TMAOR1,0
AMMQLT8,0
DMSOR2,0
TMAOR2,0
ALCD19,0
GLYCDx,0
CMPN,0
CYTK1,0
DASYN120,1
NTD4,2
PGPP120,0
DASYN140,1
PGPP140,0
DASYN141,1
PGPP141,0
DASYN160,1
PGPP160,0
DASYN161,1
PGPP161,0
DASYN180,1
PGPP180,0
DASYN181,1
PGPP181,0
LPLIPAL2ATE140,0
LPLIPAL2ATE141,0
LPLIPAL2ATE160,0
LPLIPAL2ATE161,0
LPLIPAL2ATE180,0
LPLIPAL2ATE181,0
LPLIPAL2ATG140,0
LPLIPAL2ATG141,0
LPLIPAL2ATG160,0
LPLIPAL2ATG161,0
LPLIPAL2ATG180,0
LPLIPAL2ATG181,0
3OAR100,4
EAR80x,0
EAR80y,0
3OAR120,3
EAR100x,0
EAR100y,0
3OAR121,3
T2DECAI,0
3OAR141,3
EAR121x,0
EAR121y,0
3OAR160,3
3OAR161,3
3OAR180,3
3OAR181,3
3OAR60,3
EAR40x,0
EAR40y,0
3OAR80,3
EAR60x,0
EAR60y,0
PAPA120,1
PAPA140,1
PAPA141,1
PAPA160,1
PAPA161,1
PAPA180,1
PAPA181,1
ALAR,0
AMAOTr,1
CYSSADS,0
ICYSDS,0
LALGP,0
PMEACPE,0
SCYSDS,0
MOAT2,0
HEPT1,0
2AGPEAT140,0
2AGPGAT140,0
2AGPEAT141,0
2AGPGAT141,0
2AGPEAT160,0
2AGPGAT160,0
2AGPEAT161,0
2AGPGAT161,0
OCTNLL,0
3OAR40,3
LIPOS,0
EGMEACPR,0
OPMEACPR,3
LPADSS,1
USHD,0
CTECOAI6,1
CTECOAI7,1
2AGPEAT181,0
2AGPGAT181,0
CTECOAI8,1
2AGPEAT180,0
2AGPGAT180,0
HCO3E,1
ABTA,3
ACGK,0
ADCS,1
ASNS1,0
CBPS,0
CTPS2,0
GF6PTA,0
GGGABAH,0
GLUN,0
GLUPRT,0
GLUR,0
GLUSy,0
GMPS2,0
IG3PS,1
P5CD,0
PRFGS,2
PTRCTA,1
SOTA,2
ARGSL,3
SADH,0
ALDD4,0
ACONTa,0
DTARTD,0
MDH,0
MDH2,0
MDH3,0
MOX,0
PPC,0
TARTD,0
DHNAOT4,0
PTPATi,2
PGAMT,0
HSDy,6
DHAD1,0
IPPMIb,3
FDMO6,0
FUM,0
GLYCTO2,0
GLYCTO3,0
GLYCTO4,0
UGLYCH,0
MCITD,0
MMCD,0
O16GLCT1,0
OGMEACPR,2
GSPMDA,0
SPMS,0
AADDGT,0
DHDPRy,0
AHCYSNS,3
METAT,0
ACMAMUT,0
NTD2,0
UDCPDP,0
UMPK,0
UACMAMO,0
ENO,0
PPCK,0
PSCVT,1
UAPGR,0
NDPK2,1
MPTG,0
MPTG2,0
PAPPT3,0
RNDR4,0
RNDR4b,0
ECOAH1,0
ECOAH2,0
ECOAH3,0
ECOAH4,0
ECOAH6,0
ECOAH7,0
ECOAH8,0
CBIAT,1
CBLAT,0
CDGS,2
DHPTPE,0
GTPCI,7
PPA2,0
PPK2r,0
F6PA,0
GAPD,0
PPM2,1
TALA,0
TKT1,0
TKT2,0
FMNRx,0
FMNRx2,0
SULRi,0
OP4ENH,1
THRS,4
FCLT,0
FESR,0
SHCHF,0
4PCP,0
AGM4PCP,2
ALAALAD,0
ALAALAr,1
AM4PCP,0
UM4PCP,0
ENTERES2,0
FE3DHBZR,0
FESD1s,0
FESD2s,0
ENTERES,0
ARBTNR2,0
CPGNR2,0
FDMO,0
FDMO2,0
FDMO4,1
FE3HOXR2,0
FECRMR2,0
FEENTERR2,0
FEOXAMR2,0
RBFK,0
ARBTNR3,0
CPGNR3,0
FE3HOXR3,0
FECRMR3,0
FEENTERR3,0
FEOXAMR3,0
I2FE2ST,0
I4FE4ST,0
I2FE2SR,0
P5CR,0
S2FE2ST,0
S4FE4ST,0
S2FE2SR,0
PAPSR,0
PAPSR2,0
OCBT,0
ORNDC,0
ACGAMK,0
ACM6PH,0
AMANAPEr,0
DC6PH,0
G6PDA,0
CYSTRS,0
GLUCYS,0
PPNCL2,4
AGPR,0
G5SADs,0
DHFS,0
GGPTRCS,3
GLNS,2
GLU5K,1
GLUDC,0
GLUTRS,7
SEPHCHCS,2
ALATRS,0
UAMAS,0
ADSS,0
ARGSS,0
ASNN,0
ASNS2,0
ASP1DC,0
ASPCT,1
ASPK,0
ASPO3,0
ASPO4,0
ASPO6,0
ASPT,0
ASPTRS,0
PRASCSi,0
HISTP,2
IGPDH,0
ACONTb,0
DHAD2,0
ILETRS,0
LEUTRS,0
OMCDC,0
4HTHRS,0
PDX5PS,0
PERD,0
PHETRS,0
PPNDH,0
PGCD,0
TDPGDH,2
PPND,0
TYRL,0
TYRTRS,0
UDPGDC,0
ULA4NFT,0
MOHMT,1
VALTRS,0
MLTP1,0
MLTP2,0
MLTP3,0
AAMYL,0
AB6PGH,0
FFSD,0
FRULYSDG,0
G6PDH2r,1
PGI,0
PGMT,0
GALKr,0
TRE6PS,3
TRE6PP,1
F6PP,0
HEX7,0
PROTRS,0
AACTOOR,0
APPLDHr,0
AICART,0
DHFR,0
FMETTRS,0
FTHFD,0
GARFT,0
METS,0
MTHFD,0
MTHFR2,0
TMDS,0
ASR,0
FALGTHLs,2
GRXR,1
GSPMDS,1
GTHOr,0
GTHPi,0
LGTHL,1
SELGTHR,3
CAT,0
METOX1s,0
METOX2s,0
THIORDXi,0
AMPMS2,0
DB4PS,0
GTPCII2,3
SFGTHi,0
UPLA4FNF,0
OXCDC,0
MTHFC,0
REPHACCOAI,1
AMANK,0
DHPS2,0
HYPOE,1
PDX5PO2,0
PDX5POi,0
PYAM5PO,0
PYDXK,0
ANPRT,3
CHORS,0
ICHORS_copy1,0
HBZOPT,3
H2SO,0
HCYSMT,0
HCYSMT2,0
DDGALK,0
TRPS3,0
DDGLK,0
EDD,0
GALCTD,0
GLCRD,0
HPYRI,2
TRSARr,0
DHBD,0
ICHORS_copy2,0
LCADi,0
GLYOX,0
GLYOX3,0
MICITDr,0
DSERDHr,1
MTRPOX,0
TRPTRS,0
KARA2,1
KARA1,1
ASAD,7
DXPRIi,0
THZPSN3,0
DMPPS,0
IPDPS,0
MECDPS,0
DDPA,5
KDOPS,1
DATPHs,3
NDPK8,0
NTPP5,0
ADK3,0
GDPTPDP,0
NDPK1,0
NDPK5,0
NTPP1,0
NTPTP1,0
DCTPD,0
NDPK3,0
NDPK7,0
NTPP3,0
DUTPDP,0
NDPK6,0
DHBS,0
PSD120,0
PSD140,0
PSD141,0
PSD160,0
PSD161,0
PSD180,0
PSD181,0
ENTCS,0
SELCYSS,0
IGPS,1
ADSL1r,0
ADSL2r,0
HKNTDH,0
DHORTS,0
ORPT,1
DHORD5,0
DSBAO2,0
NADH10,0
NADPHQR3,0
NADH9,0
NADPHQR4,0
HPPPNDO,1
GLXCL,0
GLYCLTDx,0
GLYCLTDy,0
CPPPGO,0
CPPPGO2,0
DAPE,0
SGSAD,1
GHBDHx,0
G2PP,0
CHOLD,2
3HAD141,2
3HAD160,2
3HAD161,2
3HAD180,2
3HAD181,2
FBP,0
FRUK,0
PFK,0
E4PD,0
PFK_3,0
FCLK,0
LALDO3,0
LCARS,0
ALR2,1
LALDO2x,0
NNDPR,0
RMK,0
PFK_2,0
DHORD2,0
DMQMT,0
DSBAO1,0
NADH5,0
NADPHQR2,0
SPODM,0
CDAPPA120,0
CDAPPA140,0
CDAPPA141,0
CDAPPA160,0
CDAPPA161,0
CDAPPA180,0
CDAPPA181,0
CSND,0
CYTDK2,0
MOAT,0
MOAT3C,0
NTPP4,0
PPM,0
PRPPS,0
R5PP,0
RPI,0
NTP5,0
RNDR3,0
RNDR3b,0
DAGK120,0
CYTD,0
CYTDH,0
DAGK140,0
DAGK141,0
DAGK160,0
DAGK161,0
CFAS160G,0
DAGK180,0
DAGK181,0
CFAS180G,0
3HAD100,3
3HAD80,2
3HAD121,2
3HAD60,2
3HAD40,2
ACONMT,0
ADMDC,0
BTS5,0
CFAS160E,0
CFAS180E,0
DBTS,0
OHPHM,2
OMBZLM,2
UPP3MT,1
MOADSUx,0
ALAGLUE,1
EPMEACPR,1
KDOCT2,0
AGMHE,0
HEPT2,1
5DOAN,0
METTRS,0
OGMEACPD,1
OPMEACPD,2
TDSK,0
AIRC2,1
CYNTAH,0
ABUTD,0
ASNTRS,0
CBMKr,0
MEPCT,2
MOCDS,0
ALLULPE,0
M1PD,0
MAN6PI,0
SBTPD,0
GGGABADr,1
R15BPK,0
UAMAGS,0
GK1,0
GMPR,0
IMPD,0
NTD9,0
NTPP11,0
XPPT,0
PRMICI,0
PRAIS,1
AGMT,0
ARGDC,1
ARGTRS,0
ACONIs,0
GGPTRCO,2
URIC,5
OCTDPS,0
PPCDC,3
TPRDCOAS,0
HSK,5
IPPMIa,2
GCALDD,0
PGLYCP,0
ALLTAMH,3
GALUi,0
O16GALFT,0
UDPG4E,0
UGLT,0
MTAN,0
DTMPK,0
NDPK4,1
ADD,0
ADPT,0
PUNP1,0
PUNP2,0
RHCCE,2
METSOXR1,0
METSOXR2,0
NTPP8,0
OMPDC,0
PYNP2r,0
UPPRT,0
URIH,0
URIK2,0
UDCPDPS,0
UPLA4FNT,1
GALT1,0
GLCTR1,0
GLCTR2,0
GLCTR3,0
O16GLCT2,0
GLYCK2,0
PGM,0
SHKK,0
UM3PL,0
UM4PL,1
UGMDDS,0
TRDR,2
ADOCBIK,0
NTPTP2,0
ADOCBLS,0
CCGS,1
DNTPPA,1
PGK,0
DURIPP,0
PUNP4,0
PUNP6,0
TMDPP,0
S7PI,4
ADPRDP,0
AMPN,0
NMNN,0
RBK,0
RBP4E,0
RPE,0
XYLK,0
CYANST,0
THRTRS,0
HEMEOS,0
PPPGO,0
SHCHD2,0
AGM4PA,0
AM4PA,0
LADGMDH,2
AGM3PA,0
AGM3PH,0
AGM4PH,2
AM3PA,0
DHNPA2r,1
RBFSb,0
FLVR,0
FLVRx,0
ADSK,0
OXAMTC,0
AGMH,0
ANHMK,1
PNTK,0
G5SD,0
GLNTRS,0
GLUTRR,6
GDPDPK,0
HXPRT,0
IMPC,0
INSK,0
MAN1PT2,5
NTPP9,0
RNDR2,0
RNDR2b,0
PANTS,1
AIRC3,0
HISTD,1
IPMD,1
DXYLK,0
PDXPP,1
CHORM,2
GLYCK,0
G1PTT,3
TDPDRE,1
UDPGD,1
DPR,0
GLCP,0
GLCP2,0
GLGC,1
DAPDC,0
FRULYSK,0
LYSDC,0
LYSTRS,0
PGL,0
FOMETRi,0
THFAT,1
DURIK1,0
NTD5,0
SELGTHR2,2
SELGTHR3,1
FALDH2,1
RNDR1b,0
PMPK,1
A5PISO,0
GND,0
RBFSa,1
DHPPDA2,2
HPPK2,0
PYDAMK,0
PYDXNK,0
PYDXPP,1
PRAIi,2
OPHBDC,2
SADT2,1
GALCTND,1
ALTRH,0
MNNH,0
GNK,0
HPYRRx,0
HPYRRy,0
MANPGH,0
TMPPP,0
DMATT,0
IPDDI,0
GRTT,0
CDPMEK,1
DHQS,4
KDOPP,0
NTP11,0
NTPP10,1
DADK,0
RNDR1,0
NTD6,0
ACBIPGT,0
BMOGDS1,0
BMOGDS2,0
BWCOGDS1,0
BWCOGDS2,0
CPMPS,0
GDPMNH,0
GP4GH,0
GTPDPK,2
GTPHs,2
GUACYC,1
MOGDS,0
NTP3,0
NTPP2,0
PPGPPDP,0
DGK1,0
NTD8,0
CYTK2,0
NTD3,1
NTD1,0
SELNPS,0
DHCINDO,1
ATPPRT,3
GUAPRT,0
NAMNPP,0
3HPPPNH,0
DHPPD,0
UPPDC1,1
UAAGDS,0
BETALDHx,0
BETALDHy,0
FCI,1
ALR4x,0
LCARR,0
NNATr,1
NNDMBRT,1
RMI,1
GLTPD,1
OMMBLHX,0
OMMBLHX3,0
DURADx,0
PYROX,5
HEPK2,0
RHAT1,0
PUNP3,0
PUNP5,0
PUNP7,0
R1PK,1
APCS,0
OMPHHX,0
OMPHHX3,0
OPHHX,0
OPHHX3,0
UPP3S,2
MPTS,6
MPTSS,0
GMHEPAT,1
HEPT3,1
HEPT4,0
HEPK1,0
MOCOS,0
ALLPI,0
HEX4,0
MN6PP,0
PMANM,0
GDPMNP,0
GSNK,0
PDE4,0
NTD11,0
NTD10,0
GUAD,0
HXAND,0
XTSNH,0
PRAMPC,1
ALLTN,4
XAND,6
URDGLYCD,1
UDPGALM,0
NTPP7,0
TMDK1,0
ADNUC,0
ADA,0
ADNK1,0
NTD7,0
DADA,0
DHPTDCs2,1
SHK3Dr,1
DSBDR,0
RZ5PP,0
CDGR,0
DNMPPA,0
DCYTD,0
INSH,0
NTD12,0
GMHEPK,3
NADN,1
NADDP,3
NNAM,0
RBK_L1,0
X5PL3E,0
XYLI1,1
DHNPTE,1
G1SAT,5
GMAND,2
ADK4,0
ATPHs,0
HISTRS,0
TDPDRR,0
GLCS1,0
GLDBRAN2,0
GLBRAN2,2
FRULYSE,1
2MAHMP,0
HMPK1,0
PMDPHT,0
APRAUR,1
TAGURr,1
MANAO,3
2DGULRGx,0
2DGULRGy,0
5DGLCNR,0
HETZK,0
TMPK,2
DHQTi,2
QUINDH,0
BMOCOS,0
BWCOS,0
GTPDPDP,0
NTP12,0
3HCINNMH,0
DHCIND,0
PRATPP,2
PPPNDO,1
NADS1,0
NMNDA,0
URACPAH,4
HMBS,3
MPTAT,4
WCOS,0
GMHEPPA,2
ALLK,0
MTHTHFSs,0
NMNAT,0
ARAI,1
KG6PDC,0
XYLK2,0
DHMPTR,0
PPBNGS,4
GDMANE,1
NTP10,0
GALCTLO,0
GUI2,0
GUI1,3
DKGLCNR1,4
DKGLCNR2x,0
DKGLCNR2y,0
IDOND,0
IDOND2,0
TDP,0
TMK,0
ThDPAT,0
CINNDO,1
CBMD,0
POAACR,2
3KGK,0
ASCBPL,0
LYXI,1
GOFUCR,0
2DGULRx,0
2DGULRy,0
3AMACHYD,1
DOGULNR,1
MSAR,0
